#AMS02pre(0000/00)
1.0870088989	2.2561863173	0.1910480349
1.3188167847	3.2387190684	0.1910480349
1.5601806739	4.1666666666	0.1910480349
1.8147665889	5.3129548762	0.1910480349
2.1112055637	6.0225618631	0.1910480349
2.4149253173	6.8959243085	0.1910480349
2.7392304038	7.7147016011	0.1910480349
3.1069728335	8.6426491994	0.1910480349
3.4654981151	9.3522561863	0.1910480349
3.8979794111	10.134643376	0.1910480349
4.3119922487	10.389374090	0.1910480349
4.7296987968	10.826055312	0.1910480349
5.2319221196	11.153566229	0.1910480349
5.7230226282	11.426491994	0.1910480349
6.2427297240	11.626637554	0.2183406113
6.8282505101	12.099708879	0.1910480348
7.4487341175	12.136098981	0.1910480349
8.1022994224	12.390829694	0.1637554584
8.8140737933	12.354439592	0.1910480348
9.5344957706	12.409024745	0.1910480349
10.256099542	12.409024745	0.1910480349
11.093910440	12.590975254	0.1910480349
11.933682166	12.554585152	0.1637554585
12.764103887	12.791120815	0.1910480349
13.653817468	12.700145560	0.1910480349
14.607337927	12.245269286	0.1910480349
15.624384068	12.372634643	0.1910480348
16.570915271	12.718340611	0.3275109170
17.675897217	12.718340611	0.3275109170
18.802476445	12.554585152	0.3275109170
19.939582749	13.191411935	0.3548034934
21.153102882	12.754730713	0.3548034934
22.246210502	13.136826783	0.3820960698
23.598231866	12.936681222	0.3820960699
25.029815451	13.045851528	0.3820960698
26.551499485	12.791120815	0.4093886463
27.923232427	13.209606986	0.4366812226
29.617010148	13.336972343	0.4639737991
31.154560831	13.045851528	0.4366812227
32.770727894	12.863901018	0.4912663755
34.760463670	12.827510917	0.5458515284
36.556969156	13.191411935	0.5458515284
38.547131589	14.137554585	0.5458515283
41.467038879	13.955604075	0.5185589519
45.113170581	13.700873362	0.5458515283
48.654122033	14.319505094	0.6277292576
52.928310914	14.283114992	0.6823144104
57.069386599	15.593158660	0.7914847161
61.571795617	15.101892285	0.8460698689
66.411101943	15.429403202	0.9279475982
71.428328367	15.847889374	1.0098253274
77.295700765	14.737991266	1.0371179039
82.663791789	15.356622998	1.1189956332
89.131351952	16.666666666	1.2281659388
96.128487121	17.248908296	1.3100436681
107.28551628	16.175400291	1.1189956332
122.75203815	16.266375545	1.3100436681
141.63046233	16.466521106	1.5556768558
161.91523785	18.995633187	1.9650655021
188.33611790	20.141921397	2.1288209607
230.47217445	20.596797671	2.6473799127
286.74882250	21.834061135	3.7117903929
#AMS02pre-enlarge(0000/00)
1.0870088989 	 2.2561863173 	 0.191048
1.3188167847 	 3.2387190684 	 0.191048
1.5601806739 	 4.1666666666 	 0.191048
1.8147665889 	 5.3129548762 	 0.212518
2.1112055637 	 6.0225618631 	 0.240902
2.4149253173 	 6.8959243085 	 0.275837
2.7392304038 	 7.7147016011 	 0.308588
3.1069728335 	 8.6426491994 	 0.345706
3.4654981151 	 9.3522561863 	 0.37409
3.8979794111 	 10.134643376 	 0.405386
4.3119922487 	 10.389374090 	 0.415575
4.7296987968 	 10.826055312 	 0.433042
5.2319221196 	 11.153566229 	 0.446143
5.7230226282 	 11.426491994 	 0.45706
6.2427297240 	 11.626637554 	 0.465066
6.8282505101 	 12.099708879 	 0.483988
7.4487341175 	 12.136098981 	 0.485444
8.1022994224 	 12.390829694 	 0.495633
8.8140737933 	 12.354439592 	 0.494178
9.5344957706 	 12.409024745 	 0.496361
10.256099542 	 12.409024745 	 0.496361
11.093910440 	 12.590975254 	 0.503639
11.933682166 	 12.554585152 	 0.502183
12.764103887 	 12.791120815 	 0.511645
13.653817468 	 12.700145560 	 0.508006
14.607337927 	 12.245269286 	 0.489811
15.624384068 	 12.372634643 	 0.494905
16.570915271 	 12.718340611 	 0.508734
17.675897217 	 12.718340611 	 0.508734
18.802476445 	 12.554585152 	 0.502183
19.939582749 	 13.191411935 	 0.527656
21.153102882 	 12.754730713 	 0.510189
22.246210502 	 13.136826783 	 0.525473
23.598231866 	 12.936681222 	 0.517467
25.029815451 	 13.045851528 	 0.521834
26.551499485 	 12.791120815 	 0.511645
27.923232427 	 13.209606986 	 0.528384
29.617010148 	 13.336972343 	 0.533479
31.154560831 	 13.045851528 	 0.521834
32.770727894 	 12.863901018 	 0.514556
34.760463670 	 12.827510917 	 0.545852
36.556969156 	 13.191411935 	 0.545852
38.547131589 	 14.137554585 	 0.565502
41.467038879 	 13.955604075 	 0.558224
45.113170581 	 13.700873362 	 0.548035
48.654122033 	 14.319505094 	 0.627729
52.928310914 	 14.283114992 	 0.682314
57.069386599 	 15.593158660 	 0.791485
61.571795617 	 15.101892285 	 0.84607
66.411101943 	 15.429403202 	 0.927948
71.428328367 	 15.847889374 	 1.00983
77.295700765 	 14.737991266 	 1.03712
82.663791789 	 15.356622998 	 1.119
89.131351952 	 16.666666666 	 1.22817
96.128487121 	 17.248908296 	 1.31004
107.28551628 	 16.175400291 	 1.119
122.75203815 	 16.266375545 	 1.31004
141.63046233 	 16.466521106 	 1.55568
161.91523785 	 18.995633187 	 1.96507
188.33611790 	 20.141921397 	 2.12882
230.47217445 	 20.596797671 	 2.64738
286.74882250 	 21.834061135 	 3.71179
#AMS02pre5GV-enlarge(0000/00)
5.2319221196 	 11.153566229 	 0.446143
5.7230226282 	 11.426491994 	 0.45706
6.2427297240 	 11.626637554 	 0.465066
6.8282505101 	 12.099708879 	 0.483988
7.4487341175 	 12.136098981 	 0.485444
8.1022994224 	 12.390829694 	 0.495633
8.8140737933 	 12.354439592 	 0.494178
9.5344957706 	 12.409024745 	 0.496361
10.256099542 	 12.409024745 	 0.496361
11.093910440 	 12.590975254 	 0.503639
11.933682166 	 12.554585152 	 0.502183
12.764103887 	 12.791120815 	 0.511645
13.653817468 	 12.700145560 	 0.508006
14.607337927 	 12.245269286 	 0.489811
15.624384068 	 12.372634643 	 0.494905
16.570915271 	 12.718340611 	 0.508734
17.675897217 	 12.718340611 	 0.508734
18.802476445 	 12.554585152 	 0.502183
19.939582749 	 13.191411935 	 0.527656
21.153102882 	 12.754730713 	 0.510189
22.246210502 	 13.136826783 	 0.525473
23.598231866 	 12.936681222 	 0.517467
25.029815451 	 13.045851528 	 0.521834
26.551499485 	 12.791120815 	 0.511645
27.923232427 	 13.209606986 	 0.528384
29.617010148 	 13.336972343 	 0.533479
31.154560831 	 13.045851528 	 0.521834
32.770727894 	 12.863901018 	 0.514556
34.760463670 	 12.827510917 	 0.545852
36.556969156 	 13.191411935 	 0.545852
38.547131589 	 14.137554585 	 0.565502
41.467038879 	 13.955604075 	 0.558224
45.113170581 	 13.700873362 	 0.548035
48.654122033 	 14.319505094 	 0.627729
52.928310914 	 14.283114992 	 0.682314
57.069386599 	 15.593158660 	 0.791485
61.571795617 	 15.101892285 	 0.84607
66.411101943 	 15.429403202 	 0.927948
71.428328367 	 15.847889374 	 1.00983
77.295700765 	 14.737991266 	 1.03712
82.663791789 	 15.356622998 	 1.119
89.131351952 	 16.666666666 	 1.22817
96.128487121 	 17.248908296 	 1.31004
107.28551628 	 16.175400291 	 1.119
122.75203815 	 16.266375545 	 1.31004
141.63046233 	 16.466521106 	 1.55568
161.91523785 	 18.995633187 	 1.96507
188.33611790 	 20.141921397 	 2.12882
230.47217445 	 20.596797671 	 2.64738
286.74882250 	 21.834061135 	 3.71179
#AMS02pre10GV-enlarge(0000/00)
10.256099542 	 12.409024745 	 0.496361
11.093910440 	 12.590975254 	 0.503639
11.933682166 	 12.554585152 	 0.502183
12.764103887 	 12.791120815 	 0.511645
13.653817468 	 12.700145560 	 0.508006
14.607337927 	 12.245269286 	 0.489811
15.624384068 	 12.372634643 	 0.494905
16.570915271 	 12.718340611 	 0.508734
17.675897217 	 12.718340611 	 0.508734
18.802476445 	 12.554585152 	 0.502183
19.939582749 	 13.191411935 	 0.527656
21.153102882 	 12.754730713 	 0.510189
22.246210502 	 13.136826783 	 0.525473
23.598231866 	 12.936681222 	 0.517467
25.029815451 	 13.045851528 	 0.521834
26.551499485 	 12.791120815 	 0.511645
27.923232427 	 13.209606986 	 0.528384
29.617010148 	 13.336972343 	 0.533479
31.154560831 	 13.045851528 	 0.521834
32.770727894 	 12.863901018 	 0.514556
34.760463670 	 12.827510917 	 0.545852
36.556969156 	 13.191411935 	 0.545852
38.547131589 	 14.137554585 	 0.565502
41.467038879 	 13.955604075 	 0.558224
45.113170581 	 13.700873362 	 0.548035
48.654122033 	 14.319505094 	 0.627729
52.928310914 	 14.283114992 	 0.682314
57.069386599 	 15.593158660 	 0.791485
61.571795617 	 15.101892285 	 0.84607
66.411101943 	 15.429403202 	 0.927948
71.428328367 	 15.847889374 	 1.00983
77.295700765 	 14.737991266 	 1.03712
82.663791789 	 15.356622998 	 1.119
89.131351952 	 16.666666666 	 1.22817
96.128487121 	 17.248908296 	 1.31004
107.28551628 	 16.175400291 	 1.119
122.75203815 	 16.266375545 	 1.31004
141.63046233 	 16.466521106 	 1.55568
161.91523785 	 18.995633187 	 1.96507
188.33611790 	 20.141921397 	 2.12882
230.47217445 	 20.596797671 	 2.64738
